driver_id,driver_name,age,city,phone,email,platform,vehicle_type,vehicle_condition,experience_level,preferred_shift,reason_for_joining,languages_known,overall_driver_rating,total_trips_completed,trip_completion_rate_%,cancellation_rate_%,avg_daily_earnings_INR,total_complaints,total_compliments,peak_hour_availability,interview_date,communication_score_10,driving_test_score_10,route_knowledge_score_10,customer_handling_score_10,overall_interview_score_10,document_verification,background_check_status,interview_result,rejection_reason,onboarding_date,is_currently_active
NULL,Santosh Mishra,38,Jaipur,XXXXXXXXXX,santosh.mishra@rediffmail.com,Rapido,Mini,,Fresher,Day,Side hustle,"Telugu, Marathi, English",3.9,7872,N/A,27.8,621,43,29,True,March 2021,N/A,6.1,9.7,,N/A,,FLAGGED,Selected,N/A,16-04-2021,False
DRV020100,suresh patel,31,Bangalroe,9538818088,,rapido,Bike,poor,5+ yrs,day,Not disclosed,"Marathi, English, Kannada",-1.0,877,74.6,,1534,,34,false,September 2022,9.6,9.9,6.6,3.4,7.4,pending,,Selected,N/A,06-10-2022,True
DRV011651,Ganesh Verma,53,Pune,9419198761,,Rapido ,sedan,Average,1-3 yrs,Day,Not disclosed,"Hindi, Kannada",3.4,5812,79.0,-1.9,₹1762,14,53,YES,03 August 2022,3.9,9.0,7.1,9.3,7.3,N/A,Clear,Rejected,NULL,NULL,Y
DRV024660,RAMESH SHUKLA,22,Delhi,9285248496,ramesh.shukla@hotmail.com,Uber,Mini,excellent,5+ yrs,Night,Extra income,"Gujarati, Kannada, Bengali",2.7,-857,101.8,101.2,1284,,N/A,no,11/15/23,4.6,7.6,-1.0,8.6,6.8,N/A,pending,Selected,N/A,January 2024,N
DRV032691,Naveen Kumar,41,pune,9054391790,naveen.kumar@rediffmail.com,Uber & Rapido,Sedan,excellent,3-5 yrs,,,English,3.4,5757,63.8,2.5,1555,20,7,YES,December 2022,3.6,11.2,9.8,3.7,5.3,Pass,NULL,Selected,N/A,01/13/23,True
DRV025737,Girish P@ndey,53,Bangalore,9024444362,N/A,UBER,Mini ,,0-1 yr,N/A,Extra income,"Gujarati, Tamil",3.0,3000,68.8,11.7,2284,1,8,N,2021/10/25,9.1,5.5,3.9,N/A,7.1,N/A,Pending,On Hold,N/A,-,0
DRV034923,Suresh Gupta,21,Chennai,9970210719,,Uber ,BIKE,avg,1-3 yrs,Both,Side hustle,English,3.0,2160,68.5,,2096,43,75,NO,2023-10-07T00:00:00Z,5.2,7.3,7.8,4.6,N/A,Fail,Clear,On Hold,N/A,-,Yes
DRV026568,Sunil Kumar,26,Jaipur,96289-05767,sunil.kumar@yahoo.com,rapido,sedan,GOOD,5+ yrs,Night ,N/A,"Marathi, Kannada, Telugu",3.4,7470,100.0,13.1,1365,22,16,1,23-09-2023,8.7,9.3,6.5,3.2,6.9,pending,N/A,Rejected,NULL,-,No
DRV043070,Ravi Tiwari,53,Hyderabad,9380289159,ravi.tiwari@hotmail.com,ola,auto,,5+ yrs,Night ,Lost previous job,"Gujarati, Hindi, Telugu",3.8,2740,77.1,,1479,22,N/A,NO,2022/03/21,N/A,4.5,7.5,5.5,,FAIL,,Selected,N/A,2022-05-01T00:00:00Z,No
DRV010085,Ajay Kumar,36 yrs,Jaipur,9389765754,ajay.kumaryahoo.com,ola,BIKE,,1-3 yrs,N/A,none,"Kannada, English, Bengali",4.7,3660,75.1,32.1,2303,45,12,yes,24-11-2023,9.3,9.5,7.7,7.2,8.4,Fail,clear,Selected,N/A,01/23/24,1
DRV028411,Rakesh Tiwari,unknown,Pune,9757452006,rakesh.tiwari@yahoo,rapido,Sedan,Average,Fresher,N/A,NA,"Tamil, English",4.6,4199,68.1,3.9,2276,NULL,33,Y,May 2022,NULL,8.0,4.2,6.4,6.2,Pass,N/A,Rejected,Incomplete documents,,false
DRV042955,Girish Tiwari,999,Delhi,,girish.tiwari@gmail.com,N/A,auto,Excellent,1-3 yrs,both,Not disclosed,"Tamil, Kannada, Marathi",3.9,2666,-0.7,24.4,2400.00,39,N/A,YES,11 November 2023,7.8,10.9,7.2,9.7,7.8,FAIL,N/A,Unknown,none,N/A,YES
DRV022999,RAVI TRIPATHI,-53,Jaipur,9166003219,ravi.tripathiyahoo.com,RAPIDO,Mini ,Excellent,NULL,,Extra income,"Marathi, Kannada",3.1,6860,68.3,1.0,935,31,NULL,yes,04.11.2022,10.0,12.0,11.0,4.8,6.5,Fail,Flagged,on hold,N/A,25-12-2022,Yes
DRV016883,Pankaj Nair,32,Lucknow,9499665,pankaj.nair@hotmail.com,Uber,SUV,Good,5+ yrs,Both,Extra income,"Tamil, English, Bengali",3.3,6132,73.0,11.7,1925,7,66,1,2022/07/16,8.8,8.7,9.2,-1.6,7.7,Fail,N/A,Waitlist,N/A,-,N
DRV013483,Umesh Reddy,unknown,Bangalore,92823-30062,umesh.reddy@yahoo.com,Uber ,SUV,GOOD,1-3 yrs,Night,Flexible hours,"Telugu, Gujarati",4.9,5013,94.6,16.2,676.00,7,16,true,20 May 2022,6.6,4.3,3.6,3.8,4.6,N/A,Pending,REJECTED,Low rating history,,No
DRV027325,dinesh patel,-21,Mumbai,9461915019,dinesh.patel@hotmail.com,Rapido,Mini,poor,3-5 yrs,Night,Family pressure,"Tamil, Bengali",5.0,987,82.8,17.2,2454,45,70,NO,02/10/24,3.8,9.4,4.5,8.5,6.5,,pending,N/A,N/A,NULL,yes
DRV016601,VIJAY CHAUHAN,37,hyderabad,9773039767,vijay.chauhan@gmail.com,-,SUV,Excellent,3-5 yrs,Both,Side hustle,Bengali,4.7,4752,97.4,7.0,637,21,,Yes,August 2021,7.7,4.9,6.6,5.0,6.1,FAIL,Flagged,On Hold,N/A,,No
DRV027768,Umesh Yadav,25,Ahmedabad,9058273718,umesh.yadav@hotmail.com,Uber & Rapido,suv,N/A,1-3 yrs,Night ,Extra income,English,unrated,2680,95.5,5.1,2079,37,15,no,22 September 2021,4.3,9.6,8.7,9.2,7.9,Pass,FLAGGED,selected,N/A,2021/11/04,YES
DRV022296,Sanjay Sharma,-26,Ahmedabad,9575006825,sanjay.sharma@gmail.com,Uber,sedan,N/A,3-5 yrs,Day,N/A,"Bengali, Kannada",2.7,N/A,93.3,22.4,N/A,36,2,no,09/24/21,9.5,5.9,10.3,9.5,7.8,,FLAGGED,,N/A,-,no
DRV007167,Rajesh Dubey,20,Lucknow,9424832353,rajesh.dubey@hotmail.com,unknown,Bike,poor,Fresher,DAY,Extra income,Tamil,3.7,3656,,0.7,Rs.2330,32,6,Yes,March 2023,7.7,6.0,6.7,5.6,11.8,Pending,FLAGGED,Rejected,,NULL,Yes
DRV020174,Mukesh Shukla,21,Delhi,9189600366,mukesh.shukla@yahoo.com,uber,BIKE,good,5+ yrs,N/A,none,n/a,3.6,6669,79.6,3.4,-1660,9,99,1,11/29/22,8.9,4.3,N/A,4.7,6.0,Pass,,Selected,Unknown,05-12-2022,N
DRV002080,Mukesh Sharma,20,Kolkata,9449129927,mukesh.sharma@rediffmail.com,Rapido,suv,Poor,3-5 yrs,Night ,Extra income,"Hindi, Marathi",2.7,2210,95.7,24.7,Rs.1452,32,68,Yes,01/24/24,8.1,5.7,8.0,-1.1,7.8,FAIL,,On Hold,N/A,N/A,N
DRV017816,Mahesh Tiwari,999,Delhi,9095117095,mahesh.tiwari@rediffmail.com,Uber,SUV,N/A,3-5 yrs,Day,,"Kannada, English, Telugu",3.5,4131,74.3,18.5,1030,40,10,no,,3.6,7.6,7.9,8.2,6.8,,pending,Waitlist,None,October 2023,yes
DRV017167,YOGESH KUMAR,36,Pune,9880445504,yogesh.kumar@rediffmail,Uber,sedan,Average,Fresher,day,Side hustle,"Gujarati, Bengali",2.9,6079,86.7,,2000,3,N/A,NO,19.02.2023,8.6,8.5,5.3,-1.5,6.7,Pass,N/A,On Hold,N/A,NULL,0
,Hitesh Srivastava,51,Ahmedabad,9362240503,hitesh.srivastava@hotmail.com,Rapido,Sedan,good,0-1 yr,na,Full time job,English,2.9,3228,N/A,30.9,1122,50,92,N,31-01-2024,11.3,6.1,8.8,8.7,8.0,pass,N/A,REJECTED,NULL,N/A,0
DRV012378,Umesh Pandey,24,JAIPUR,XXXXXXXXXX,umesh.pandey@hotmail.com,Uber ,sedan,None,1-3 yrs,N/A,Lost previous job,"Tamil, Hindi, Telugu",-0.5,1104,-0.7,10.3,N/A,26,48,1,September 2022,4.1,-0.1,5.7,NULL,6.7,Pass,,Selected,N/A,2022/10/08,false
DRV044059,Mukesh Patel,47,Chennai,9333540600,mukesh.patel@gmail.com,Uber & Rapido,Auto,Good,Fresher,Day,Lost previous job,"English, Bengali",3.9,5045,63.3,N/A,-2169,35,22,1,2023-05-24T00:00:00Z,4.8,8.7,5.6,8.5,6.9,pending,Pending,Rejected,N/A,NULL,Y
DRV013134,bharat kumar,35,Hyderabad,9995238703,bharat.kumar@gmail.com,ola,Bike,NULL,5+ yrs,Both,NULL,Hindi,3.5,7514,-0.8,30.5,Rs.1292,NULL,36,true,July 2023,6.4,N/A,8.7,6.9,7.3,N/A,FLAGGED,Waitlist,,N/A,no
DRV001547,  Ravi Jha  ,25,Mumbai,9288244,ravi.jha@yahoo.com,Uber & Rapido,Mini ,NA,1-3 yrs,day,Extra income,"Bengali, Kannada",unrated,1145,62.0,15.1,1572,10,91,yes,08 August 2023,9.1,4.5,7.9,9.8,7.8,Pass,N/A,Selected,N/A,September 2023,1
DRV004298,Ravi Chaudhary,-30,Pune,99597-27136,ravi.chaudhary@hotmail.com,ola,-,Good,5+ yrs,Night,N/A,n/a,2.8,-2262,98.4,101.0,,N/A,61,false,2023-02-02T00:00:00Z,7.5,7.3,7.5,12.4,7.0,pending,FLAGGED,Rejected,Incomplete documents,-,yes
DRV034133,Vijay Kumar,32,Bangalore,XXXXXXXXXX,NULL,Rapido ,auto,good,0-1 yr,,Not disclosed,"Marathi, Kannada",3.1,809,96.8,16.9,1425,35,39,True,28.08.2022,3.4,7.7,5.3,7.8,6.0,N/A,Clear,Selected,N/A,10-09-2022,Y
DRV002511,Vikram Gupta,N/A,Hyderabad,9257963710,vikram.gupta@gmail.com,Uber & Rapido,Auto,N/A,1-3 yrs,Night,Not disclosed,"Bengali, Tamil",3.4,1633,92.9,6.5,1192,23,55,No,June 2023,10.8,5.5,3.9,8.8,6.7,Pass,FLAGGED,On Hold,N/A,,1
DRV049590,Pankaj Verma,24,Pune,9545023103,pankaj.verma@rediffmail.com,UBER,Mini ,good,None,day,Lost previous job,"Bengali, Marathi, Hindi",N/A,552,84.7,1.8,Rs.667,44,58,Yes,12 June 2021,4.2,8.6,8.7,5.7,6.8,N/A,FLAGGED,On Hold,N/A,-,False
DRV021517,Vikram Sharma,-50,Lucknow,98264-88530,vikram.sharma@@hotmail.com,Rapido,SUV,N/A,5+ yrs,,Not disclosed,Marathi,3.1,6087,75.1,-0.2,₹1584,NULL,99999,Yes,2021/02/13,9.9,5.6,4.8,N/A,7.5,pass,pending,on hold,N/A,-,yes
DRV026494,Yogesh Kumar,54,Ahmedabad,9602010796,yogesh.kumar@rediffmail.com,Uber & Rapido,unknown,poor,3-5 yrs,N/A,Full time job,Telugu,3.6,-3928,91.5,-0.5,798,21,59,no,13 December 2022,12.2,8.9,6.1,9.5,8.4,Pass,Clear,On Hold,N/A,NULL,true
DRV024047,Harish Jha,32,Bangalore,9295965997,harish.jha@yahoo.com,Rapido ,N/A,NULL,3-5 yrs,day,None,"Hindi, Kannada",3.2,334,88.8,25.6,2363,9,16,Y,08.11.2021,8.2,6.1,7.4,9.7,7.8,N/A,Clear,Selected,N/A,December 2021,Y
DRV043184,Yogesh Singh,23,Lucknow,9284690967,yogesh.singh@hotmail.com,rapido,sedan,Good,-,day,Family pressure,"Kannada, English",4.9,99999,73.1,N/A,1301,25,5,YES,NULL,11.0,8.0,4.7,10.0,6.5,pending,FLAGGED,On Hold,N/A,2022-06-28T00:00:00Z,1
DRV049732,Deepak Chaudhary,27,pune,NULL,deepak.chaudhary@yahoo.com,Uber & Rapido,SUV,N/A,0-1 yr,N/A,,Marathi,4.6,4923,71.4,33.6,464/-,34,84,1,21 June 2022,4.0,6.9,,9.0,5.9,N/A,pending,On Hold,N/A,-,Y
DRV013353,girish tripathi,44,Chennai,9598623050,girish.tripathi@rediffmail.com,Rapido,,excellent,5+ yrs,N/A,NULL,"Tamil, Telugu",,7186,NULL,26.3,1157,16,15,no,22 May 2022,8.2,5.7,9.7,3.6,11.7,N/A,clear,Rejected,Low rating history,,No
DRV012989,Ramesh Jha,-51,Delhi,9758749965,ramesh.jha@hotmail.com,ola,suv,,3-5 yrs,Both,Family pressure,NULL,2.6,2547,62.9,8.7,2275,34,27,False,09/24/23,10.0,,9.9,8.8,9.1,FAIL,Flagged,On Hold,N/A,N/A,False
DRV029453,Amit Singh,23,Kolkata,9186149954,amit.singh@gmail.com,ola,SUV,,Fresher,DAY,Full time job,"Hindi, Tamil, Telugu",3.1,1313,67.6,30.8,1629,36,,false,22 May 2021,5.5,6.2,9.0,4.9,N/A,Pending,pending,On Hold,N/A,N/A,True
DRV036064,Manoj Mishra,37,lucknow,9713182,manoj.mishra@hotmail.com,UBER,sedan,Excellent,Fresher,DAY,Extra income,Marathi,2.6,6519,87.6,12.9,1712,45,70,True,2023-05-27T00:00:00Z,9.6,6.1,,6.4,7.7,Pending,clear,On Hold,N/A,-,True
DRV043960,Deepak Dubey,48,Chennai,9091491061,deepak.dubey@rediffmail.com,RAPIDO,SUV,excellent,0-1 yr,N/A,none,Bengali,3.4,5244,91.7,101.2,2102,14,26,No,June 2022,9.7,6.3,9.8,7.0,8.2,FAIL,N/A,On Hold,N/A,N/A,N
DRV026168,Vijay Chaudhary,20,Delhi,9860155,vijay.chaudhary@yahoo.com,Rapido,auto,N/A,1-3 yrs,Unknown,Full time job,Tamil,5.9,4354,89.0,18.1,660,36,99999,true,03/23/24,6.0,4.4,8.2,8.0,6.7,Fail,Clear,Selected,N/A,April 2024,True
DRV002271,Dinesh Tiwari,52,Pune,9806961708,dinesh.tiwari@hotmail.com,uber,suv,-,1-3 yrs,Night,Family pressure,"Marathi, Tamil",3.5,-6907,73.6,31.2,797,46,7,False,21.09.2023,-1.1,6.4,5.2,3.5,N/A,,FLAGGED,Selected,N/A,2023/10/02,false
DRV013040,Santosh Chauhan,31,Mumbai,N/A,santosh.chauhan@gmail.com,Uber & Rapido,Sedan,poor,3-5 yrs,,,Gujarati,4.3,2012,87.0,14.0,-874,99999,52,true,2021-01-13T00:00:00Z,4.8,8.0,8.0,NULL,6.8,,clear,On Hold,N/A,NULL,1
DRV006554,Yogesh Singh,27 yrs,Hyderabad,9556051162,yogesh.singh@hotmail.com,ola,Sedan,poor,Fresher,Both,N/A,Bengali,-1.1,351,98.1,34.3,₹2114,17,70,false,2021-05-15T00:00:00Z,5.9,7.3,3.6,-1.4,5.4,Fail,clear,Rejected,N/A,NULL,no
DRV038299,Hitesh Sriv@st@v@,47,Lucknow,9456405081,hitesh.srivastava@yahoo.com,Uber,BIKE,,1-3 yrs,Both,Side hustle,"Tamil, Marathi",4.4,6841,76.1,0.7,1472,22,57,True,23-06-2022,7.2,6.5,7.5,3.3,-0.6,pass,,Rejected,Not applicable,NULL,0
DRV009494,Mahesh Tiwari,36,Lucknow,9596531615,mahesh.tiwari@gmail.com,Uber,suv,excellent,-,N/A,Family pressure,"Telugu, Bengali",N/A,2030,-1.1,8.5,₹1018,34,,true,16.04.2023,8.9,5.9,10.6,11.7,11.1,N/A,clear,Selected,N/A,12 June 2023,yes
NULL,  Pankaj Chaudhary  ,46,Bangalore,9949331503,pankaj.chaudhary@rediffmail.com,uber,auto,Average,Fresher,Both,na,"Tamil, Gujarati",NULL,4631,90.6,29.5,1740,49,99,yes,2023/10/01,5.9,12.5,4.4,7.9,6.1,pass,,Rejected,NULL,N/A,1
DRV009174,Naresh Kumar,55,Bangalore,9886308758,naresh.kumar@rediffmail.com,Uber,Auto,poor,1-3 yrs,,N/A,"Tamil, Bengali",4.8,4419,-1.9,11.7,436,21,93,YES,01 September 2022,9.3,5.9,6.4,4.6,6.6,N/A,FLAGGED,Rejected,Not applicable,-,Yes
DRV047649,Naveen Srivastava,32,Pune,9214391568,naveen.srivastava@hotmail.com,rapido,Sedan,good,5+ yrs,Night ,Family pressure,Bengali,2.6,3067,63.0,11.6,555/-,11,99999,true,2023-08-30T00:00:00Z,8.8,10.6,6.5,6.2,7.2,Pending,NULL,On Hold,none,-,true
DRV024894,Vikram Srivastava,23 yrs,Chennai,9198051813,N/A,Rapido,auto,GOOD,1-3 yrs,both,none,Hindi,4.5,7843,60.7,0.4,858,5,N/A,Yes,NULL,5.6,7.7,N/A,7.3,6.9,Unknown,Flagged,Selected,N/A,2022-05-11T00:00:00Z,False
DRV021679,Ajay Kumar,41,Ahmedabad,9990340786,N/A,Uber & Rapido,Auto,good,0-1 yr,DAY,Not disclosed,Tamil,3.7,7885,80.9,10.6,1188,39,80,no,2022-03-05T00:00:00Z,7.0,5.4,-0.6,7.6,6.7,N/A,,On Hold,N/A,,true
DRV043649,Mahesh Sharma,37,Pune,9566035,N/A,Rapido,Bike,Good,0-1 yr,Both,none,"English, Gujarati, Telugu",5.3,99999,96.5,24.1,993,NULL,NULL,True,02.01.2024,4.2,8.2,6.5,4.1,5.8,None,,Selected,N/A,-,False
DRV048354,Pradeep Singh,51,Pune,N/A,pradeep.singh@gmail.com,Uber ,Bike,Good,0-1 yr,Day,Not disclosed,"Telugu, Marathi, Gujarati",unrated,7637,87.7,29.4,845,50,87,yes,02-03-2021,6.1,9.1,N/A,12.2,7.2,Pass,pending,On Hold,N/A,-,yes
DRV010932,PANKAJ GUPTA,39,Mumabi,9103471640,pankaj.gupta@gmail.com,,,good,NULL,Night,,"Gujarati, Telugu",6.4,7856,60.3,23.8,1603,6,83,no,07/08/22,3.5,,5.2,N/A,6.0,N/A,Flagged,Unknown,N/A,-,true
DRV042400,Amit Tripathi,37,Bangalore,9063332976,amit.tripathi@yahoo.com,,none,,1-3 yrs,Night ,Lost previous job,"Bengali, Marathi",3.8,4892,N/A,24.3,1030,22,6,1,07/27/22,9.6,8.3,5.4,9.8,8.3,,pending,REJECTED,N/A,,Yes
DRV030253,SANJAY MISHRA,27,Hyderabad,9762902,sanjay.mishra@gmail.com,Uber ,Sedan,Excellent,0-1 yr,Night ,unknown,"Marathi, Hindi",3.1,2107,87.9,10.8,1415,N/A,N/A,True,10/03/21,4.1,6.2,9.6,6.4,6.6,pending,FLAGGED,,N/A,08-10-2021,YES
DRV019643,Vikram Tiwari,34,Hydrabad,+91-9055960517,vikram.tiwarirediffmail.com,RAPIDO,Bike,poor,5+ yrs,DAY,Flexible hours,"English, Tamil",3.3,3463,85.7,16.6,2271,8,99999,Y,2021/11/24,7.8,N/A,-1.2,8.3,-1.5,pass,Flagged,Selected,NA,2021/11/27,True
DRV004314,Yogesh Patel,37 yrs,Mumbai,9763353691,yogesh.patel@yahoo.com,Rapido ,Auto,-,Fresher,DAY,none,"Telugu, Tamil, Bengali",-0.2,7856,98.1,23.8,446,47,N/A,YES,2022/08/23,3.2,9.2,7.0,N/A,7.1,none,N/A,On Hold,N/A,-,false
DRV046710,RAMESH SHUKLA,23,CHENNAI,98419-14644,ramesh.shukla@gmail.com,uber,Sedan,Excellent,Fresher,NIGHT,N/A,"Bengali, Hindi",6.2,7130,93.8,22.3,1512,40,57,Yes,April 2023,9.6,4.8,4.5,9.4,7.1,Fail,FLAGGED,Selected,N/A,08-05-2023,True
DRV011275,anil kumar,45,Ahmedabad,9508055,anil.kumar@gmail.com,rapido,Auto,avg,5+ yrs,NIGHT,Side hustle,"Kannada, Hindi",3.5,-2746,91.4,31.3,721,45,,Y,2022/03/11,5.3,9.6,7.3,9.9,8.0,FAIL,Pending,Rejected,Poor communication,N/A,False
DRV035843,Bh@r@t Mishr@,32,LUCKNOW,9806706623,bharat.mishra@hotmail.com,uber,SUV,Poor,5+ yrs,NIGHT,Not disclosed,Telugu,2.8,109,77.0,-1.6,1569,17,52,YES,2023/07/03,5.6,6.9,4.3,7.1,6.0,Pass,None,selected,N/A,07/27/23,YES
DRV027261,Harish Patel,42,Delhi,9074599149,N/A,Rapido ,Sedan,Good,3-5 yrs,Both,N/A,"Marathi, Telugu, Tamil",4.9,5282,,13.5,1480,21,99999,YES,04/08/22,7.3,9.3,7.4,4.9,7.2,Fail,N/A,Selected,N/A,20 April 2022,N
DRV048203,Ravi Sharma,46,Bangalore,98299-96410,ravi.sharma@yahoo.com,Uber,suv,good,0-1 yr,day,none,"Hindi, Gujarati, Bengali",4.3,N/A,96.4,16.3,643.00,46,N/A,N,08-08-2022,7.5,4.4,,7.3,6.4,Pending,N/A,Selected,N/A,2022/10/03,no
DRV030437,Hitesh Verma,20,Hyderabad,9414415601,hitesh.verma@rediffmail.com,none,Mini ,avg,5+ yrs,Day,N/A,NULL,3.4,NULL,65.7,17.7,2092,5,12,Y,,7.3,6.3,6.0,NULL,6.2,pending,Clear,Rejected,NULL,-,0
DRV016416,Naresh Shukla,25,KOLKATA,9656700850,naresh.shuklagmail.com,RAPIDO,Sedan,good,0-1 yr,,Not disclosed,unknown,3.4,5530,90.2,6.4,1884,25,50,False,12/04/21,6.9,5.9,5.1,5.5,5.8,Pass,Flagged,On Hold,N/A,NULL,Yes
DRV040918,Deepak Rao,25,bangalore,9552926464,deepak.rao@gmail.com,UBER,Auto,poor,3-5 yrs,Night,Side hustle,Telugu,4.5,6902,61.2,3.8,1787,49,26,N,23.08.2022,-0.9,6.4,4.3,3.9,5.7,N/A,Flagged,On Hold,N/A,NULL,yes
DRV006392,NAVEEN TIWARI,N/A,kolkata,9158464705,naveen.tiwari@@gmail.com,uber,sedan,excellent,5+ yrs,DAY,Full time job,"Hindi, English, Marathi",3.4,1757,75.1,21.7,1648,49,74,0,12-07-2023,4.5,9.0,6.4,4.6,6.1,,Flagged,Rejected,Background check failed,N/A,no
DRV000987,Yogesh Srivastava,22,Pune,9302073219,yogesh.srivastava@yahoo.com,Uber ,BIKE,N/A,1-3 yrs,both,Extra income,Kannada,2.6,6706,72.3,18.0,-2101,99999,4,N,15-11-2022,4.2,6.9,NULL,6.0,5.2,N/A,pending,Selected,N/A,January 2023,no
DRV006767,Harish Verma,33,Ahmedabad,9173023372,harish.vermagmail.com,NA,Sedan,Poor,1-3 yrs,Night,Side hustle,"Telugu, Gujarati",6.2,1094,63.8,31.6,Rs.789,11,,Yes,12/26/22,-1.9,4.7,3.3,4.6,5.4,N/A,Unknown,REJECTED,N/A,2023-01-04T00:00:00Z,Yes
DRV032867,ANIL GUPTA,36,Bangalore,+91-9993464307,anil.gupta@hotmail.com,ola,BIKE,Excellent,3-5 yrs,day,NULL,"Marathi, Tamil",2.9,318,96.7,31.9,1985,30,49,False,2021-08-26T00:00:00Z,8.0,11.0,N/A,6.8,-0.5,pending,Clear,Selected,N/A,13-09-2021,N
DRV011552,Sanjay Verma,45 yrs,Ahmedabad,9256681573,sanjay.verma@hotmail.com,UBER,suv,GOOD,0-1 yr,day,Flexible hours,"Hindi, Bengali, English",4.7,4463,69.8,14.4,2204,35,60,0,2023/05/16,3.5,7.3,5.6,3.1,12.5,pending,FLAGGED,Rejected,Poor communication,NULL,N
DRV033620,Harish Sharma,28 yrs,Pune,9269708343,harish.sharma@@yahoo.com,Uber & Rapido,BIKE,Good,3-5 yrs,N/A,,"English, Tamil, Bengali",3.9,562,70.4,102.2,1961,1,83,no,31.03.2021,4.3,4.3,8.9,7.4,6.2,N/A,,Selected,N/A,02.04.2021,YES
DRV007514,Manoj Chaudhary,43,Bangalore,9833097248,manoj.chaudhary@yahoo,Uber,unknown,Unknown,3-5 yrs,Night ,none,"Tamil, Bengali, Telugu",2.8,3947,80.2,25.4,₹2002,14,32,Y,2023-08-05T00:00:00Z,5.1,5.5,7.7,4.0,5.6,Pass,clear,Rejected,Unknown,,N
DRV020119,MUKESH RAO,38,Kolkata,9548873438,mukesh.rao@gmail.com,RAPIDO,suv,excellent,Fresher,DAY,,Bengali,3.8,3105,84.8,6.8,773.00,37,99999,No,06.01.2021,4.8,8.5,6.0,-1.6,6.9,pending,N/A,On Hold,N/A,-,0
DRV013611,Deepak Nair,27,Delhi,9866648965,deepak.nair@yahoo.com,rapido,suv,N/A,Fresher,Night ,Not disclosed,"English, Telugu",5.7,6809,93.0,32.2,2161,15,40,Yes,2023-10-17T00:00:00Z,3.0,9.5,8.0,3.5,6.0,N/A,clear,Rejected,Poor communication,-,false
DRV007075,Bharat Gupta,46,Bangalore,9786577417,bharat.gupta@rediffmail.com,RAPIDO,Mini,good,0-1 yr,NIGHT,Lost previous job,"Kannada, Bengali, Hindi",3.0,5387,89.4,34.8,1756,3,38,false,27-10-2023,5.4,9.5,6.3,3.3,-1.0,pending,FLAGGED,Rejected,-,-,False
DRV016784,Girish Yadav,24,Chennai,9782949750,girish.yadav@gmail.com,Uber ,Auto,Poor,1-3 yrs,Night ,NULL,,2.7,3237,63.6,9.8,494,41,98,yes,2024-04-03T00:00:00Z,3.6,6.3,9.3,5.3,6.1,Pass,Flagged,REJECTED,Failed driving test,,NO
DRV030481,Pankaj Shukla,23,Mumbai,9688058,pankaj.shukla@hotmail.com,Rapido ,suv,Average,3-5 yrs,na,Extra income,"Telugu, Kannada",2.8,7824,-0.7,-1.6,1346,23,17,YES,2023/07/09,9.3,NULL,3.8,8.0,6.5,Pending,N/A,Rejected,Poor communication,N/A,Y
DRV001615,Naveen Chauhan,36,Chennai,+91-9559996996,naveen.chauhan@gmail.com,uber,auto,poor,,,,none,2.5,2650,74.9,6.2,2151.00,31,NULL,true,August 2023,,5.7,-1.1,4.1,6.4,pending,Flagged,On Hold,N/A,-,False
DRV009634,Mahesh Gupta,33,Ahmedabad,N/A,mahesh.gupta@gmail.com,UBER,Mini,poor,3-5 yrs,Night ,,Hindi,3.1,393,70.7,-0.5,422,99999,83,True,27 October 2021,7.3,7.6,4.3,7.6,6.7,pending,FLAGGED,Selected,NULL,23 December 2021,True
DRV010609,Girish Sharma,-45,Jaipur,9048160465,girish.sharma@hotmail.com,rapido,Mini ,Poor,3-5 yrs,Night ,Full time job,Marathi,N/A,7319,N/A,32.9,655,N/A,99999,0,05 January 2024,3.8,7.7,8.5,8.0,7.0,,Clear,Selected,N/A,02/20/24,Y
DRV036973,HARISH VERMA,48,Chennai,99186-23962,harish.verma@gmail.com,uber,auto,,Fresher,day,Extra income,"Bengali, English",4.0,5166,84.4,17.0,1154,NULL,N/A,true,2023-05-22T00:00:00Z,9.3,9.3,12.9,6.0,7.0,Pending,,Selected,N/A,31.05.2023,1
DRV040355,Hitesh Jha,53,Jaipur,9329897059,hitesh.jha@gmail.com,Uber & Rapido,Sedan,Poor,Fresher,Both,Lost previous job,"Tamil, Kannada",3.1,1574,63.5,21.9,1587,38,12,Y,N/A,7.7,6.1,N/A,6.1,6.4,pass,clear,NULL,N/A,-,False
DRV025320,Santosh Sharma,34,Jaipur,9997822931,santosh.sharma@yahoo.com,uber,Auto,avg,0-1 yr,day,none,"Bengali, Hindi",4.0,7017,100.7,1.3,995,39,0,NO,30.12.2023,9.6,4.2,8.3,3.0,NULL,Fail,,Rejected,Failed driving test,NULL,True
DRV011661,Ganesh Jha,21,MUMBAI,9121328129,ganesh.jha@yahoo,ola,Bike,na,1-3 yrs,Night,Not disclosed,"Tamil, Bengali",2.7,5708,92.4,N/A,2081,3,9,0,2021-08-05T00:00:00Z,6.7,5.7,9.2,,6.7,pass,pending,On Hold,N/A,NULL,False
DRV039177,Hitesh Pandey,52,Ahmedabad,92681-76901,hitesh.pandey@hotmail.com,uber,auto,poor,3-5 yrs,both,Flexible hours,Marathi,3.0,,64.6,31.0,,41,66,YES,19-09-2021,4.0,N/A,12.5,5.6,6.8,pass,Pending,Unknown,N/A,,0
